Date,Open,High,Low,Close,Volume
8/19/2004,50.05004883,52.08208084106445,48.02802658081055,50.220218658447266,44659000
8/20/2004,50.55555725097656,54.59459305,50.30030059814453,54.20920944213867,22834300
8/23/2004,55.43043137,56.79679489135742,54.5795784,54.75475311279297,18256100
8/24/2004,55.67567443847656,55.85585403442383,51.83683776855469,52.48748779296875,15247300
8/25/2004,52.53253173828125,54.054054260253906,51.99199295043945,53.05305480957031,9188600
8/26/2004,52.52752685546875,54.029029846191406,52.382381439208984,54.009010314941406,7094800
8/27/2004,54.104103088378906,54.36436462402344,52.89789962768555,53.12812805175781,6211700
8/30/2004,52.692691802978516,52.79779815673828,51.05605697631836,51.05605697631836,5196700
8/31/2004,51.201202392578125,51.90690612792969,51.13113021850586,51.236236572265625,4917800
9/1/2004,51.40140151977539,51.536537170410156,49.884883880615234,50.175174713134766,9138200
9/2/2004,49.64464569091797,51.236236572265625,49.51951981,50.80580520629883,15118600
9/3/2004,50.52552414,50.920921325683594,49.70970916748047,50.05505371,5152400
9/7/2004,50.55555725097656,51.05105209350586,49.854854583740234,50.84083938598633,5847500
9/8/2004,50.4204216,51.566566467285156,50.30030059814453,51.201202392578125,4985600
9/9/2004,51.316314697265625,51.40640640258789,50.55055236816406,51.206207275390625,4061700
9/10/2004,50.85084915161133,53.33333206176758,50.70069885253906,52.717716217041016,8698800
9/13/2004,53.368370056152344,54.25925827026367,53.28328323364258,53.803802490234375,7844100
9/14/2004,53.778778076171875,56.05605697631836,53.448448181152344,55.80080032348633,10828900
9/15/2004,55.33533477783203,57.17217254638672,55.155155181884766,56.05605697631836,10713000
9/16/2004,56.226226806640625,57.95795822143555,55.880882263183594,57.04204177856445,9266300
9/17/2004,57.267269134521484,58.803802490234375,56.83183288574219,58.803802490234375,9472500
9/20/2004,58.53353500366211,60.860862731933594,58.443443298339844,59.73973846435547,10628700
9/21/2004,59.96496582,60.27027130126953,58.813812255859375,58.97897720336914,7228700
9/22/2004,58.758758544921875,59.894893646240234,58.463462829589844,59.24924850463867,7581200
9/23/2004,59.47948074,61.37637710571289,58.56856918334961,60.47047043,8535600
9/24/2004,60.53052902,62.11211395263672,59.93994141,59.97497559,9123400
9/27/2004,59.839839935302734,60.50049973,58.95895767211914,59.18918991088867,7066100
9/28/2004,60.71071243286133,63.763763427734375,60.165164947509766,63.493492126464844,16929000
9/29/2004,63.413414001464844,67.57757568359375,63.17817687988281,65.60560607910156,30516400
9/30/2004,65.01501465,66.21621704101562,64.56456756591797,64.86486816,13758000
10/1/2004,65.46546173095703,67.18718719482422,64.51451110839844,66.35635375976562,15124800
10/4/2004,67.69269561767578,68.50350189208984,67.08208465576172,67.59759521484375,13022700
10/5/2004,67.39739990234375,69.33433532714844,66.18618774414062,69.25425720214844,14973200
10/6/2004,68.84384155273438,69.29429626464844,68.06806945800781,68.60861206054688,13381400
10/7/2004,68.52852630615234,70.01000977,68.34334564208984,69.49449157714844,14115000
10/8/2004,69.42942810058594,69.90991211,68.57857513427734,68.93393707,11069500
10/11/2004,68.56856536865234,69.49949645996094,66.99198913574219,67.69770050048828,10472100
10/12/2004,67.28728485107422,68.87387084960938,66.76676940917969,68.76876831054688,11665500
10/13/2004,71.73173522949219,71.84684753417969,70.11010742,70.52052307128906,19766200
10/14/2004,70.57557678222656,71.26126098632812,69.34934997558594,71.07106781,10442100
10/15/2004,72.53753662109375,72.82282257080078,71.0460434,72.12712860107422,13194700
10/18/2004,71.67166900634766,74.67467498779297,70.67567443847656,74.65465545654297,14036300
10/19/2004,75.32532501220703,76.27627563476562,73.74874877929688,74.04404449,18109800
10/20/2004,74.08908844,74.56957244873047,69.86987305,70.31531524658203,22722600
10/21/2004,72.27227020263672,75.14013672,70.88088226,74.76476287841797,29149800
10/22/2004,85.35535430908203,90.17517852783203,82.12212371826172,86.30130004882812,73710000
10/25/2004,88.28829193115234,97.31230926513672,86.36135864257812,93.79379272460938,65462800
10/26/2004,93.26325988769531,96.41641998291016,90.09008789,90.99098969,44569500
10/27/2004,91.45145416259766,94.8548584,90.97597504,93.07807922363281,26686200
10/28/2004,93.43343353271484,97.29228973388672,92.89289093017578,96.74674987792969,29663900
10/29/2004,99.54454803466797,100.0750732421875,95.39539337158203,95.41541290283203,42282600
11/1/2004,96.87187194824219,98.93393707,95.73072814941406,98.11311340332031,24425300
11/2/2004,99.48948669433594,99.72472381591797,96.76676940917969,97.53253173828125,22669900
11/3/2004,99.1891861,100.9009017944336,95.47047424316406,95.93093109,27749600
11/4/2004,94.31431579589844,95.29529571533203,91.76676940917969,92.44244384765625,28790300
11/5/2004,91.08107758,91.24124145507812,84.35935974121094,84.75975799560547,39626500
11/8/2004,85.55055236816406,87.80780792236328,84.78478240966797,86.36135864257812,22361200
11/9/2004,87.13713836669922,87.68769073486328,82.71772003173828,84.43443298339844,22106200
11/10/2004,85.42041778564453,86.34634399414062,83.24824523925781,84.0140152,21266700
11/11/2004,84.64965057373047,91.96696472167969,83.86886596679688,91.60160064697266,29941000
11/12/2004,92.70771026611328,94.99499512,88.78878784179688,91.09108734,33458700
11/15/2004,90.31531524658203,94.25425720214844,89.46446228027344,92.52752685546875,23779100
11/16/2004,88.83883666992188,89.82482147216797,85.50050354003906,86.35635375976562,41792900
11/17/2004,84.59459686279297,88.83883666992188,84.58458709716797,86.33633422851562,36229500
11/18/2004,85.23023223876953,87.29729461669922,82.94794464111328,83.85385131835938,33225900
11/19/2004,84.63463592529297,85.07507324,83.34334564208984,84.78478240966797,17521000
11/22/2004,82.31731414794922,84.83483123779297,80.73573303222656,82.63262939453125,24711600
11/23/2004,84.06906891,85.50050354003906,83.33333587646484,83.84384155273438,24801700
11/24/2004,87.49749755859375,88.69369506835938,86.34133911132812,87.46746826171875,30531400
11/26/2004,87.98799133300781,90.10510254,87.74774932861328,89.78478240966797,12947200
11/29/2004,90.27027130126953,91.56656646728516,88.84384155273438,90.61561584472656,21311800
11/30/2004,90.44544219970703,91.59159088134766,90.21521759033203,91.08107758,15384600
12/1/2004,91.06606293,91.34133911132812,89.86486816,90.07006836,15712400
12/2/2004,90.04003906,90.84584808,89.36436462402344,89.78978729248047,12509200
12/3/2004,90.06506348,90.62062072753906,88.88888549804688,90.29029083251953,11726600
12/6/2004,89.65465545654297,90.44043731689453,88.09809875488281,88.23323059082031,12495400
12/7/2004,88.08808898925781,88.18818664550781,85.36035919189453,85.80080414,13728000
12/8/2004,85.26026153564453,86.92692565917969,84.44944763183594,85.07507324,15068500
12/9/2004,85.21021270751953,86.83683776855469,84.31932067871094,86.80180358886719,15292600
12/10/2004,86.80180358886719,87.52752685546875,85.73072814941406,85.91091156,8625700
12/13/2004,86.17117309570312,86.67667388916016,84.80980682373047,85.31031036376953,9627500
12/14/2004,85.58558654785156,89.49949645996094,84.8848877,89.43443298339844,22154600
12/15/2004,89.08408356,90.43543243408203,88.41841888427734,89.97998047,22919000
12/16/2004,88.56356048583984,90.33533477783203,88.06306457519531,88.32332611083984,17128400
12/17/2004,88.46846771240234,90.34033966064453,88.36336517333984,90.13012695,14757600
12/20/2004,91.09108734,94.32432556152344,91.02602386,92.60260009765625,19649300
12/21/2004,93.24824523925781,94.03403473,91.79179382324219,91.96696472167969,11021500
12/22/2004,92.04204559326172,93.51851654052734,91.59659576416016,93.24324035644531,7806100
12/23/2004,93.81881713867188,94.39439392089844,93.09309387207031,94.04404449,7221900
12/27/2004,94.66967010498047,96.74674987792969,94.64464569091797,96.05104828,12195900
12/28/2004,96.15115356445312,96.87187194824219,95.60060119628906,96.47647857666016,8283300
12/29/2004,95.9859848,96.85685729980469,95.9859848,96.54654693603516,5350800
